uid,qID,videoID,dataset,fold,track,primary,answer_format,start_time,end_time,duration,ood,clinical,order
heico:26428,26428,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7110.000,7110.000,0.000,0,0,12467
heico:26737,26737,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,10830.000,10830.000,0.000,0,0,4093
heico:31903,31903,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,2356.000,2356.000,0.000,0,0,7605
heico:31874,31874,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17137.000,17137.000,0.000,0,0,5815
heico:43600,43600,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17234.000,17234.000,0.000,0,0,5048
heico:43294,43294,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,7111.000,7111.000,0.000,0,0,7906
heico:8435,8435,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17211.000,17211.000,0.000,0,0,934
heico:16765,16765,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,10526.000,10526.000,0.000,0,0,16281
heico:16918,16918,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17740.000,17740.000,0.000,0,0,9258
heico:16834,16834,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17099.000,17099.000,0.000,0,0,8085
heico:16442,16442,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,601.000,601.000,0.000,0,0,19740
heico:19122,19122,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,9820.000,9820.000,0.000,0,0,15821
heico:18850,18850,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17140.000,17140.000,0.000,0,0,6058
heico:19140,19140,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17766.000,17766.000,0.000,0,0,939
heico:19032,19032,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17102.000,17102.000,0.000,0,0,12269
heico:18755,18755,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,611.000,611.000,0.000,0,0,5387
heico:47554,47554,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,12301.000,12301.000,0.000,0,0,16297
heico:47550,47550,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17256.000,17256.000,0.000,0,0,16322
heico:47516,47516,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,607.000,607.000,0.000,0,0,7291
heico:2681862,2681862,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_ATTRIBUTES,open_ended,17766.000,17766.000,0.000,0,0,15298
heico:42244,42244,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,open_ended,7391.000,7391.000,0.000,0,0,5357
heico:59525,59525,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,fo_class,17129.000,17129.000,0.000,0,0,17166
heico:64754,64754,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,multiple_choice,17066.000,17066.000,0.000,0,0,15379
heico:64755,64755,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,multiple_choice,17080.000,17080.000,0.000,0,0,12131
heico:24375,24375,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7097.000,7097.000,0.000,0,0,19046
heico:24728,24728,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9871.000,9871.000,0.000,0,0,10406
heico:24393,24393,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17113.000,17113.000,0.000,0,0,14865
heico:24532,24532,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17248.000,17248.000,0.000,0,0,19181
heico:24878,24878,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7100.000,7100.000,0.000,0,0,2470
heico:25259,25259,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17232.000,17232.000,0.000,0,0,14946
heico:26409,26409,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7091.000,7091.000,0.000,0,0,6539
heico:26755,26755,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9815.000,9815.000,0.000,0,0,2149
heico:26800,26800,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17240.000,17240.000,0.000,0,0,18807
heico:31424,31424,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,7094.000,7094.000,0.000,0,0,281
heico:31609,31609,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17252.000,17252.000,0.000,0,0,13360
heico:43578,43578,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17212.000,17212.000,0.000,0,0,10845
heico:43419,43419,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,10127.000,10127.000,0.000,0,0,15440
heico:8412,8412,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17114.000,17114.000,0.000,0,0,3151
heico:16779,16779,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,12001.000,12001.000,0.000,0,0,17786
heico:16906,16906,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17726.000,17726.000,0.000,0,0,9326
heico:16843,16843,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17108.000,17108.000,0.000,0,0,13205
heico:16456,16456,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2357.000,2357.000,0.000,0,0,6070
heico:19125,19125,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,11453.000,11453.000,0.000,0,0,4746
heico:19000,19000,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17245.000,17245.000,0.000,0,0,2948
heico:19205,19205,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17739.000,17739.000,0.000,0,0,12304
heico:18749,18749,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17147.000,17147.000,0.000,0,0,9191
heico:18757,18757,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2349.000,2349.000,0.000,0,0,19863
heico:47531,47531,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,7208.000,7208.000,0.000,0,0,13923
heico:47526,47526,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17183.000,17183.000,0.000,0,0,15126
heico:47517,47517,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2350.000,2350.000,0.000,0,0,565
heico:42250,42250,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,open_ended,9801.000,9801.000,0.000,0,0,9844
heico:59529,59529,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,fo_class,17251.000,17251.000,0.000,0,0,6876
heico:64760,64760,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,multiple_choice,17170.000,17170.000,0.000,0,0,3370
heico:24445,24445,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7220.000,7220.000,0.000,0,0,17753
heico:24673,24673,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,10745.000,10745.000,0.000,0,0,3122
heico:24739,24739,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9957.000,9957.000,0.000,0,0,5329
heico:24659,24659,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17139.000,17139.000,0.000,0,0,19640
heico:25031,25031,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7548.000,7548.000,0.000,0,0,14937
heico:25048,25048,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17127.000,17127.000,0.000,0,0,14342
heico:26649,26649,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7989.000,7989.000,0.000,0,0,8713
heico:26502,26502,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,11350.000,11350.000,0.000,0,0,15498
heico:26792,26792,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9971.000,9971.000,0.000,0,0,12777
heico:31770,31770,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,7630.000,7630.000,0.000,0,0,7988
heico:31394,31394,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17130.000,17130.000,0.000,0,0,286
heico:43594,43594,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17228.000,17228.000,0.000,0,0,6090
heico:43493,43493,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,10836.000,10836.000,0.000,0,0,16622
heico:8432,8432,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17141.000,17141.000,0.000,0,0,532
heico:16463,16463,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,7092.000,7092.000,0.000,0,0,7582
heico:16921,16921,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17743.000,17743.000,0.000,0,0,11118
heico:16835,16835,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17100.000,17100.000,0.000,0,0,10651
heico:16437,16437,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,589.000,589.000,0.000,0,0,424
heico:18773,18773,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,7093.000,7093.000,0.000,0,0,8592
heico:19188,19188,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17231.000,17231.000,0.000,0,0,9889
heico:18825,18825,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17767.000,17767.000,0.000,0,0,12853
heico:19117,19117,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17272.000,17272.000,0.000,0,0,14275
heico:18752,18752,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,608.000,608.000,0.000,0,0,7036
heico:47552,47552,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,9751.000,9751.000,0.000,0,0,14356
heico:47548,47548,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17049.000,17049.000,0.000,0,0,14625
heico:47514,47514,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,579.000,579.000,0.000,0,0,12574
heico:42261,42261,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,open_ended,12301.000,12301.000,0.000,0,0,9678
heico:59527,59527,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,fo_class,17131.000,17131.000,0.000,0,0,3998
heico:64762,64762,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,multiple_choice,17182.000,17182.000,0.000,0,0,6060
heico:24725,24725,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9840.000,9840.000,0.000,0,0,6905
heico:24647,24647,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17141.000,17141.000,0.000,0,0,4839
heico:24653,24653,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,10802.000,10802.000,0.000,0,0,15548
heico:24590,24590,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17220.000,17220.000,0.000,0,0,17304
heico:25253,25253,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,9972.000,9972.000,0.000,0,0,14182
heico:25020,25020,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17224.000,17224.000,0.000,0,0,2651
heico:26882,26882,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,10587.000,10587.000,0.000,0,0,6267
heico:26651,26651,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17213.000,17213.000,0.000,0,0,14350
heico:26555,26555,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,11391.000,11391.000,0.000,0,0,9013
heico:31765,31765,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,10240.000,10240.000,0.000,0,0,881
heico:31877,31877,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17251.000,17251.000,0.000,0,0,16188
heico:43579,43579,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,17213.000,17213.000,0.000,0,0,10073
heico:43284,43284,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,binary,7101.000,7101.000,0.000,0,0,6142
heico:8449,8449,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17225.000,17225.000,0.000,0,0,9145
heico:16553,16553,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,7269.000,7269.000,0.000,0,0,10098
heico:16800,16800,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17755.000,17755.000,0.000,0,0,2924
heico:16853,16853,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17147.000,17147.000,0.000,0,0,16091
heico:16454,16454,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2350.000,2350.000,0.000,0,0,14722
heico:18951,18951,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,7575.000,7575.000,0.000,0,0,849
heico:19215,19215,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17212.000,17212.000,0.000,0,0,8789
heico:19204,19204,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17763.000,17763.000,0.000,0,0,10486
heico:19225,19225,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17084.000,17084.000,0.000,0,0,5571
heico:18759,18759,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2356.000,2356.000,0.000,0,0,5542
heico:47519,47519,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,12309.000,12309.000,0.000,0,0,5515
heico:47527,47527,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,17189.000,17189.000,0.000,0,0,1044
heico:47551,47551,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_IDENTIFICATION,fo_class,2349.000,2349.000,0.000,0,0,3751
heico:42264,42264,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,open_ended,17049.000,17049.000,0.000,0,0,11604
heico:59526,59526,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,fo_class,17130.000,17130.000,0.000,0,0,17915
heico:64759,64759,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,SPATIAL_LOCALIZATION_CAMERA,multiple_choice,17151.000,17151.000,0.000,0,0,17479
heico:24741,24741,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,10817.000,10817.000,0.000,0,0,3039
heico:24363,24363,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,7084.000,7084.000,0.000,0,0,18387
heico:24537,24537,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17227.000,17227.000,0.000,0,0,15212
heico:24711,24711,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,17216.000,17216.000,0.000,0,0,7233
heico:25130,25130,0009 - Heico - Prokto - 10.avi,heico,1,FRAME,OBJECT_AGGREGATION,number,11408.000,11408.000,0.000,0,0,14833
